id,name,x,y,player_id,points,bonus
48,002+barbafatto,515,479,63360,9999,4
49,B31+RA%27ZAC,471,508,566131,9993,0
50,013.+Weedle,487,485,710097,10469,0
51,bonus+3,502,481,616704,9667,9
52,B40+DORU,469,501,566131,10336,0
53,00195SUDOVEST,495,530,1037786,10285,0
54,073.+Tentacruel,491,498,710097,10469,0
55,pro...what+else%3F,490,510,728521,9950,8
56,064.+Kadabra,496,460,710097,10469,0
57,Villaggio+1,501,486,616704,9720,0
58,%5B003%5DSEASMOKE,502,495,673146,8405,8
59,17+ZANNABIANCA,473,467,848881064,10134,0
60,000+PEAKY+BLINDERS,501,471,577344,10152,0
61,REBIRTH+A13,480,495,848895304,7958,0
62,%5B29%5D+-+Rumbar+1,485,461,153712,8803,0
63,00230SUDOVEST,490,527,1037786,10518,0
64,%5B089%5DRUGGITODILUCE,498,507,673146,9483,3
65,A002+%7BDELETE%7D,503,526,2360,9990,0
67,A015,514,497,42690,10057,0
68,%5B011%5DMOONDANCER,504,495,673146,9586,5
69,00167SUDOVEST,495,529,1037786,10285,0
70,A039+ErvinJ,493,479,539030,9950,0
71,pro...what+else%3F,496,511,728521,10469,1
72,00265SUDOVEST,498,528,1037786,10285,0
73,014+HELL,521,487,556176,10006,6
74,00233SUDOVEST,497,529,1037786,10543,0
75,%5B021%5D+Herbanz-d%C3%BCm,479,521,1051602,10000,0
76,00022SUDOVEST,486,530,1037786,10285,0
77,THE+PRESIDENT,520,488,57120,9809,0
78,019+troppo+divertimento,508,517,1091298,9990,7
79,%5B074%5D+Yundaz-d%C3%BCm,475,514,1051602,10000,0
80,%5B038%5D+Quos-d%C3%BCm,479,524,1051602,10000,0
81,%5B067%5D+Nice,524,493,848906328,10134,0
83,%5BC%5D%5B001%5D%5BHouse+of+the+Dragon%5D,520,492,848906304,9802,0
84,106,501,491,963123,10159,2
85,%5BK%5D+091+-+Mayfair+koss,508,458,1029566,10469,0
86,A+%7C+036+PACO,525,527,419317,10812,0
87,0002NORDEST,518,475,1037786,10285,0
88,A042,521,497,848854990,9975,0
89,097,505,477,963123,10152,0
90,pro...what+else%3F,493,510,728521,10469,0
91,%5B009%5DVERMAX,496,497,673146,9186,9
93,001+%7C+Harley+Quinn,520,465,767782,10114,0
94,pro...what+else%3F,496,514,728521,9873,0
95,001,539,490,1078025,9942,0
96,pro...what+else%3F,485,501,728521,9809,6
97,105,502,491,963123,9876,0
98,A020,524,506,848854990,9587,0
99,07+-+Camarda,542,496,575170,10132,0
100,%5BK%5D+087+-+koss,508,460,1029566,10469,0
101,033+Agostino94+valore+aggiunto,508,521,1091298,9990,8
102,022.Lizzie+Shelby,516,461,1086463,10610,0
103,REBIRTH+K54,478,503,848895304,10006,0
104,%5B076%5D+Lende-d%C3%BCm,484,507,1051602,10000,0
105,A+001+Marracash17,509,487,848890527,10078,0
106,A034,514,504,848854990,9587,0
107,096,505,487,963123,9719,0
108,pro...what+else%3F,495,509,728521,10469,0
109,024+SPAWN,489,485,566131,10057,3
110,C05+CELLO,517,500,566131,9834,0
111,015+-+Kraken,499,481,1029566,9856,0
112,001+PEAKY+BLINDERS,502,473,577344,10078,6
113,A017+%7BDELETE%7D,502,536,2360,9990,0
114,B+-+%5B002%5D+Il+Muro,488,495,1043864,9799,0
115,16SUDEST,506,502,1037786,10533,9
116,A002,511,499,42690,10057,0
117,%5B013%5DQUICKSILVER,494,494,673146,9275,2
118,18SUDEST,505,502,1037786,10533,0
119,00008SUDOVEST,488,525,1037786,10285,0
120,0008NORDEST,502,492,1037786,10533,0
121,104,503,493,963123,9949,6
122,A007,528,502,848854990,9587,0
123,%5B036%5D+Cuigh-d%C3%BCm,487,518,1051602,10000,8
124,A032,520,507,848854990,9587,0
125,%5B094%5DBLACKFIRE,497,508,673146,9756,0
126,A+-+%5B025%5D+Ignoto+1,492,483,1043864,9809,2
127,C+005+HELL,533,495,556176,10083,0
128,%5B085%5D+Klad-d%C3%BCm,477,513,1051602,10000,0
129,007+BOOPB,492,491,566131,9993,6
130,A027,523,509,848854990,9587,0
131,023+HELL,516,493,556176,9963,0
132,098,505,489,963123,9876,6
133,B003+-+SENNIN,532,500,848904708,10042,0
134,%5BC%5D+061+-+nero,517,495,1029566,10469,5
135,A+%7C+031+PACO,524,527,419317,10812,0
136,000+Pink,520,518,1091298,9990,0
137,060+Lello+e+Angela,512,524,1091298,9990,0
138,FN%7C+009,463,511,760523,9721,0
139,%5B012%5DSTORMCLOUD,501,496,673146,9535,0
140,009.+Blastoise,491,496,710097,10469,2
141,C011+ABRACADABRA,471,516,539030,9950,0
142,083+Rolo+combatte,510,532,1091298,9990,0
143,A011,511,506,42690,10057,0
144,20SUDEST,506,503,1037786,10533,5
145,%5B020%5DBroly,524,508,848906328,10057,0
146,%5BC%5D+130+-+My,524,505,1029566,10469,0
147,A039,518,507,848854990,9587,0
148,A+006+Marracash17,509,491,848890527,10078,8
149,A008,528,503,848854990,9587,0
150,%7B005%7D,516,485,848902627,9735,7
151,091+PINK+KO,506,512,1091298,9990,0
152,C06+LOOGA,516,500,566131,9993,0
153,C07+ONORE+ALLA+FLOTTA+X+MAS,516,504,566131,10134,0
154,%7B003%7D,530,494,848902627,9735,0
155,REBIRTH+K57,476,499,848895304,9982,0
156,%5B023%5DMaestro+Muten,525,507,848906328,9809,0
157,%5BC%5D+053+-+nero,517,491,1029566,10469,3
158,pro...what+else%3F,493,509,57120,10960,0
159,007+Wolverine,520,514,1091298,9990,0
160,095+MarraMau,507,487,963123,10054,2
161,02SUDEST,513,511,1037786,10349,0
162,A029,528,506,848854990,9587,0
163,pro...what+else%3F,490,512,728521,9766,0
164,%5B066%5D+Kizaru,524,494,848906328,10134,0
165,C016+keywest,481,519,539030,9950,0
166,017+BROM,492,490,566131,9809,0
167,013+BOOPB,485,494,566131,9993,0
168,010+BOOPB,494,485,566131,9993,6
169,007.+Squirtle,490,494,710097,10469,0
170,011.Arthur+Shelby+Sr.,484,483,1086463,10610,0
171,08+Villaggio+bonus+PB,488,476,848881064,10134,5
172,REBIRTH+P67,500,485,848895304,9735,0
173,112+Marracash17,505,480,963123,10078,0
174,C+-+%5B003%5D+Padova,493,499,1043864,9638,0
175,REBIRTH+K58,480,496,848895304,9982,0
176,04SUDEST,515,511,1037786,10285,0
177,126+cotoletta,499,482,963123,9735,0
178,000.Peaky+Blinders,510,471,1086463,10610,0
179,014.+Kakuna,485,481,710097,10469,0
180,%5B021%5DGREYGHOST,493,492,673146,9523,0
181,127,497,483,963123,9536,3
182,015+ERAGON,496,488,566131,9993,0
183,028+Aspettando+il+25,511,517,1091298,9990,0
184,00235SUDOVEST,495,525,1037786,10518,5
185,REBIRTH+E43,470,484,848895304,10145,0
186,%5B230%5D+SALA,493,488,673146,9646,0
187,061+-,465,489,1079295,10134,0
188,128,495,482,963123,9437,0
189,pro...what+else%3F,496,513,728521,9950,8
190,N31+-,465,480,1079295,10134,0
191,A033,519,505,848854990,9587,1
192,pro...what+else%3F,492,511,728521,9873,0
193,025+TROLL,487,489,566131,9993,0
194,bonus+2,500,487,616704,9667,1
195,N25+-,464,481,1079295,10134,0
196,pro...what+else%3F,500,505,728521,10198,0
197,C02+ELDEST,515,499,566131,9993,5
198,062+-,463,485,1079295,10477,0
199,130.The+Bottom+Line+is+Murder,481,488,1086463,10559,0
200,REBIRTH+E50,467,483,848895304,7270,0
201,030+Marcia+su+ROMA,506,520,1091298,9990,0
202,N33+-,469,481,1079295,10134,0
203,079.+Slowpoke,486,500,710097,10469,0
204,B+-+%5B003%5D+Il+Fronte,488,496,1043864,10134,0
205,A016+PI+CHE+UN+PALO+PAR+NA+LIMA,465,479,412934,10134,0
206,038+Mi+ha+dato+buca,507,514,1091298,9990,2
207,B007,461,482,963123,10183,0
208,009+Ci+stanno+tracciando,514,521,1091298,9990,9
209,13+ETTORE+PB,477,478,848881064,10134,0
210,C+-+%5B002%5D+Educazione+Friulana,495,499,1043864,10134,0
211,%5B201%5D+PENTOS,470,482,673146,9484,0
212,102,505,490,963123,9876,0
213,018+ci+divertiamo,508,519,1091298,9990,0
214,%5BA09%5D+Saxman,500,509,728521,10000,0
215,%5B086%5DICE,497,509,673146,9788,7
216,Aik+%5B001%5D,519,523,148986,9809,0
217,A+%7C+010+PACO,512,515,419317,10679,0
218,087.Murder+to+a+Jazz+Beat,507,474,1086463,10610,5
219,049+cit.+Mi+piace+giocare,504,524,1091298,9990,0
220,107,503,483,963123,9876,0
221,A+%7C+003+PACO,515,518,419317,10679,5
222,042+Ciao+salame,510,521,1091298,9990,0
223,B28+NOIA,479,512,566131,9809,4
224,Aik+%5B050%5D,522,526,148986,9809,0
225,NOIR,522,487,57120,9809,0
226,0002,523,532,403994,9993,0
227,09+Villaggio+barbaro+PB,487,476,848881064,10134,0
228,A+%7C+016+PACO,522,528,419317,10812,0
229,A+%7C+023+PACO,518,531,419317,10812,0
230,008.Billy+Kimber,481,492,1086463,10610,1
231,A+%7C+032+PACO,524,526,419317,10812,0
232,%5BC%5D+020+-+repo,521,498,1029566,10469,2
233,Aik+%5B002%5D,522,517,148986,9809,0
234,00239SUDOVEST,496,525,1037786,10518,3
235,Aik+%5B003%5D,518,521,148986,9809,0
236,A+009+Marracash17,507,491,848890527,10078,0
237,Aik+%5B028%5D,524,523,148986,9809,0
238,034+Meno+1+pi%C3%B9+5+grazie+Roma,510,519,1091298,9990,2
239,043+COSMETICOOO,520,515,1091298,9990,0
240,A+%7C+006+PACO,513,517,419317,10812,0
241,004+BlackPanther,520,520,1091298,9990,0
242,REBIRTH+P64,499,486,848895304,9756,0
243,%5B022%5DSHEEPSTEALER,489,491,673146,8756,0
244,001+BOOPB,498,488,566131,9993,0
245,065,482,463,963123,10226,0
246,A012,512,506,42690,10057,1
247,pro...what+else%3F,492,503,728521,10057,0
248,011+signora+i+limoniii,522,514,1091298,9990,0
249,00234SUDOVEST,497,525,1037786,10518,0
250,00218SUDOVEST,489,527,1037786,10518,0
251,A038,521,501,848854990,9587,0
252,%5B005%5DSUNFIRE,497,500,673146,8840,4
253,21SUDEST,504,508,1037786,10533,0
254,033+Robyonekeroby,489,460,963123,10469,0
255,044+Salsicce+bucate,504,512,1091298,9990,0
256,003+BOOPB,495,490,566131,9993,1
257,110,511,491,963123,9799,0
258,pro...what+else%3F,497,512,728521,9809,0
259,%5B006%5DTESSARION,503,499,673146,8875,8
260,036+-+One+Piece,509,537,1070002,10198,0
261,023+WELCOME+TO+HELL,486,491,566131,10134,6
262,00003SUDOVEST,487,530,1037786,10285,0
263,058.Jack+Nelson,485,485,1086463,10426,0
264,001+Joker,521,518,1091298,9990,0
265,REBIRTH+A02,475,496,848895304,9179,4
266,C08+ZANO,517,505,566131,10014,0
267,Z09+-,474,501,1079295,11476,9
268,05+DON+CIAK+PB,488,477,848881064,10134,0
269,072+Giornata+intensa,507,526,1091298,9990,0
270,C048+%7BTIC%7D,508,480,2360,9990,1
271,A025,524,509,848854990,9587,0
272,066+E+stato+un+ERROR,505,522,1091298,9990,0
273,CORVO,474,505,848881064,10026,1
274,%5B021%5DBabidi,523,511,848906328,10057,0
275,01+-+L%27Aquila,540,496,575170,10132,0
276,A008+PB,493,475,539030,9950,0
277,%5B081%5D+Yorz-d%C3%BCm,478,514,1051602,10000,6
278,03+-+Arischia,538,499,575170,10132,0
279,070+Rolobondo,513,525,1091298,9990,0
280,pro...what+else%3F,495,507,728521,10285,8
281,19+-+Cagnano,544,503,575170,10132,0
282,006+HELL,518,485,556176,10006,0
283,A005,515,508,848854990,9587,1
284,052+San+Valentino,504,520,1091298,9990,0
285,%5BC%5D+151+-+HELL,515,488,1029566,10469,0
286,C+-+%5B010%5D+Schizzo,489,501,1043864,10134,1
287,A007,511,503,42690,10057,0
288,A+-+%5B013%5D+Peste,492,479,1043864,10134,4
289,%5B091%5D+Bryn-d%C3%BCm,484,512,1051602,10000,0
290,017+Daje+Batti..,509,519,1091298,9990,0
291,079+Scurrile+e+inopportuno,502,524,1091298,9990,0
292,Aik+%5B018%5D,512,529,148986,9809,0
293,008+BOOPB,491,491,566131,9993,4
294,%5BK%5D+083+-+viki,502,458,1029566,10469,0
295,E+-+%5B001%5D+A+caccia+di+Pokemon,483,517,1043864,10134,9
296,008.+Wartortle,490,496,710097,10469,0
297,A013,520,506,848854990,9587,0
298,A+007+Marracash17,507,484,848890527,11420,7
299,%5B007%5D,501,543,584458,10006,0
300,111,510,490,963123,9852,0
301,%5B095%5D+Wanrak-d%C3%BCm,481,515,1051602,10000,0
302,0009NORDEST,503,492,1037786,11860,7
303,B07+SUPERTOMMY,466,504,566131,9809,0
304,REBIRTH+A16,479,495,848895304,8299,3
305,%5B004%5D+Makil-d%C3%BCm,483,511,1051602,10000,0
306,060.+Poliwag,491,519,710097,10469,4
307,%5B005%5D+Vardzoth-d%C3%BCm,485,506,1051602,10000,0
308,009.Freddie+Thorne,482,490,1086463,10610,0
309,%5BC%5D+135+-+When,524,504,1029566,10336,5
310,%5B01%5D+la+tartamina+addormentata,522,468,848900767,9544,0
311,009+HELL,512,480,556176,10006,6
312,006+febius91,520,482,63360,10042,0
313,A+-+%5B009%5D+Compagni+di+merende,491,482,1043864,9577,0
314,058+Non+sto+mbriacato,505,523,1091298,9990,5
315,0004,527,528,403994,9993,0
316,A013,513,506,42690,10057,9
317,REBIRTH+K63,475,505,848895304,9982,0
318,010+staccaaah+staccaaah,514,520,1091298,9990,0
319,pro...what+else%3F,496,510,728521,9873,0
320,30SUDEST,508,507,1037786,10533,7
321,pro...what+else%3F,494,516,728521,9993,0
322,059+Amiooo,503,516,1091298,9990,0
323,002+-+Kalm+Town,462,486,1079295,11292,0
324,A+-+%5B004%5D+Noi+Mai+Domi,493,476,1043864,10134,3
325,02+-+Aragno,536,503,575170,10132,0
326,C+-+%5B011%5D+Pippo72,494,500,1043864,10134,0
327,%5B055%5D+Gondar-d%C3%BCm,482,506,1051602,10000,5
328,A+%7C+007+PACO,515,515,419317,10733,0
329,%5B801%5D+Kear-d%C3%BCm,514,507,1051602,10000,0
330,A019+RogerPicchiaMilo,504,472,539030,9950,0
331,A003,512,498,42690,10057,3
332,021+HELL,517,489,556176,10006,0
333,013+HELL,519,485,556176,10006,0
334,%5B060%5D+Vest-d%C3%BCm,486,513,1051602,9411,8
335,REBIRTH+B37,468,507,848895304,10469,0
336,FN%7C+038,462,520,760523,9859,0
337,131.Death+Takes+a+Dive,479,491,1086463,10559,0
338,%5B028%5D+Diz-d%C3%BCm,474,533,1051602,10000,0
339,REBIRTH+A05,480,500,848895304,11238,4
340,00215SUDOVEST,499,525,1037786,10761,0
341,%5B058%5D+Hertera-d%C3%BCm,487,512,1051602,10000,0
342,00082SUDOVEST,493,531,1037786,10285,0
343,pro...what+else%3F,497,515,728521,10569,0
344,A037,519,506,848854990,9587,0
345,056.+Mankey,489,515,710097,10469,0
346,B+-+%5B004%5D+Avanzata,490,488,1043864,10134,0
347,008+ferretina,523,484,63360,10042,3
348,A031,527,497,848854990,9587,0
349,109,503,481,963123,9876,0
350,%5BA%5D%5B028%5D%5BHouse+of+the+Dragon%5D,498,460,848906304,10469,0
351,A002,520,510,848854990,9587,6
352,Aik+%5B015%5D,519,521,148986,9809,0
353,129.Murder+in+a+Minor+Key,482,488,1086463,10559,0
354,Aik+%5B025%5D,515,527,148986,9809,0
355,22SUDEST,502,507,1037786,10533,0
356,097+Auto+sparita,502,526,1091298,9990,0
357,A005+%7BDELETE%7D,501,530,2360,9990,0
358,040+Pink+che+velocit%C3%A0,502,519,1091298,9990,0
359,C01+BRISINGR,516,498,566131,9809,4
360,080+Rico85+A+bordo+con+gioia,501,523,1091298,9990,0
361,%5BC%5D+019+-+nero,512,494,1029566,10469,0
362,A008,508,497,42690,10057,0
363,%5B064%5D+est,526,493,848906328,10134,0
364,A+055+Marracash17,511,488,848890527,10078,0
365,06SUDEST,512,509,1037786,10285,0
366,%5BC%5D+155+-+HELL,518,493,1029566,10529,1
367,009+BOOPB,499,491,566131,9993,0
368,19SUDEST,506,505,1037786,10533,0
369,A028,520,501,848854990,9587,4
370,Villaggio+2,501,485,616704,9720,0
371,Marracash,508,489,616704,9469,0
372,03SUDEST,512,511,1037786,10285,0
373,Z02+-+Shiva,474,492,1079295,10134,0
374,015+BARI+STATE+OF+THE+MIND,511,515,1091298,9990,0
375,%5BC%5D%5B005%5D%5BHouse+of+the+Dragon%5D,520,489,848906304,10884,0
376,%5BA%5D%5B000%5D%5BHouse+of+the+Dragon%5D,475,502,848906304,11335,0
377,%5B022%5D+Toraz-d%C3%BCm,484,510,1051602,10000,0
378,00264SUDOVEST,499,528,1037786,9950,0
379,00237SUDOVEST,490,521,1037786,10518,0
380,054+Carcere+Minorile,512,514,1091298,9990,0
381,C+-+%5B001%5D+Udine,494,499,1043864,11137,3
382,00123SUDOVEST,486,531,1037786,10285,0
383,A+-+%5B010%5D+Il+Chirurgo,491,478,1043864,10134,0
384,%5BC%5D+071+-+ops,517,493,1029566,10533,6
385,%5B086%5D+Okri-d%C3%BCm,474,512,1051602,10000,0
386,023+Bulldog+vien+di+notte,507,520,1091298,9990,0
387,VlaDo,500,458,616704,9425,0
388,004+BOOPB,496,489,566131,9993,0
389,A001+%7BDELETE%7D,500,527,2360,9990,8
390,N09+-+Rufus+Shinra,464,478,1079295,9950,0
391,011+HELL,512,484,556176,10006,0
392,B30+ORIK+IL+RE+DEI+NANI,474,510,566131,9993,3
393,ROMMEL,509,460,54363,10057,0
394,A+-+%5B006%5D+Soldato+Ignoto,491,475,1043864,10134,6
395,C03+ROTTY,515,498,566131,11320,0
396,%5B097%5DLADYFORLORN,498,505,673146,10014,0
397,B013,461,491,963123,9711,0
398,C007+Holly+e+Benji,462,510,539030,9950,0
399,C12+CARVAIO,522,489,566131,10006,0
400,REBIRTH+A14,477,494,848895304,9119,2
401,095+Ritenta,499,519,1091298,10526,0
402,071+Assurdo,507,527,1091298,9990,0
403,016+Batti..+le+mani%21,510,514,1091298,9990,8
404,A+%7C+008+PACO,512,517,419317,10679,0
405,A+%7C+019+PACO,515,516,419317,12111,1
406,REBIRTH+E52,475,488,848895304,10033,0
407,A+002+Marracash17,511,486,848890527,10078,0
408,N001,504,491,1091298,10695,0
409,REBIRTH+A15,473,495,848895304,7068,1
410,%5B090%5D+Ron-d%C3%BCm,485,512,1051602,10000,0
411,A+005+Marracash17,508,490,848890527,10078,0
412,056+sveglia,506,523,1091298,9990,3
413,%5B072%5D+Mahmern-d%C3%BCm,484,509,1051602,10000,0
414,pro...what+else%3F,488,510,728521,9809,0
415,015+HELL,516,480,556176,10006,0
416,%5B096%5D+Tus-d%C3%BCm,499,524,1051602,10735,8
417,001+tropical,519,481,63360,10042,0
418,pro...what+else%3F,497,521,728521,10042,0
419,003+barbaserma,516,479,63360,10042,5
420,00270SUDOVEST,493,527,1037786,10285,0
421,SIERRA,544,512,1051876,11737,0
422,08SUDEST,511,510,1037786,10285,0
423,010+barbaro,519,482,63360,10042,0
424,002,461,488,75708,9993,0
425,100,513,492,963123,11127,0
426,B09+ARYA,476,493,566131,9809,2
427,031+Pink+gestiscimi,509,521,1091298,9990,0
428,A05,466,474,136582,9876,0
429,024.Vicente+Ciangretta,482,493,1086463,11728,0
430,%5B079%5D+Kiriz-d%C3%BCm,476,515,1051602,10000,0
431,A044,522,500,848854990,10929,1
432,%5B025%5DRAEGHAL,497,494,673146,8496,0
433,%5B019%5DMORGUL,498,498,673146,8585,0
434,C026+Tutti+in+carrozza,477,506,539030,9950,0
435,43+-+Are,527,506,575170,11474,6
436,014+-+One+Piece,501,542,1070002,10001,0
437,%5BC%5D%5B004%5D%5BHouse+of+the+Dragon%5D,521,495,848906304,9802,0
438,Z15+-,472,497,1079295,10134,5
439,%5B056%5DTrytoDem,527,494,848906328,9809,0
440,A015+carl00mark,498,474,539030,9950,0
441,Aik+%5B052%5D,516,523,148986,11335,6
442,%5BK%5D+092+-+koss,513,462,1029566,10469,0
443,%5B231%5D+PORTO,492,486,673146,9405,0
444,COLLINA+AMMAZZAMOTORI,526,489,57120,9809,0
445,%5BC%5D%5B007%5D%5BHouse+of+the+Dragon%5D,519,494,848906304,9802,0
446,086+sono+sempre+on+tranquilli,501,519,1091298,9990,0
447,%5B012%5D+Grungron-d%C3%BCm,481,508,1051602,10000,7
448,%5BK%5D+095+-+koss,511,463,1029566,10469,0
449,REBIRTH+K60,476,503,848895304,9785,0
450,The+Art+of+01,512,460,231091,9406,0
451,C+-+%5B006%5D+Trincee,496,495,1043864,10134,0
452,%5B53%5DFURIANERA,520,466,848900767,9723,0
453,29SUDEST,503,505,1037786,10533,0
454,12SUDEST,510,508,1037786,10533,7
455,B+017+%2A,480,519,848882956,10198,0
456,035,536,483,1078025,9993,0
457,%5BC%5D+011+-+Villaggio+barbaro,524,498,1029566,10469,0
458,03+Villaggio+bonus+PB,482,480,848881064,10134,9
459,A+-+%5B014%5D+Rotterdam,492,482,1043864,9815,0
460,%5B041%5DCASTELROCK,481,498,673146,8934,0
461,078.+Rapidash,487,499,710097,10469,9
462,C017+Doubble,481,518,539030,9950,0
463,pro...what+else%3F,500,516,728521,9950,0
464,pro...what+else%3F,497,516,728521,10494,8
465,028.Rossa+Mano+Destra,510,468,1086463,10610,0
466,106.Sticks+and+Stones,503,472,1086463,10610,0
467,%5BC%5D+004+-+barbasella,520,481,1029566,10469,6
468,A003,517,509,848854990,9587,0
469,%5B051%5DHoly,522,505,848906328,11433,0
470,28SUDEST,509,508,1037786,10533,9
471,A+-+%5B008%5D+Barricate,489,482,1043864,10134,0
472,005+HELL,520,486,556176,10006,2
473,00106SUDOVEST,495,539,1037786,10285,0
474,REBIRTH+A01,473,499,848895304,7969,6
475,C+-+%5B004%5D+La+Scuola+Cattolica,494,503,1043864,10055,0
476,039+State+boni,526,519,1091298,9990,0
477,007.Grace+Burgess,481,494,1086463,10610,4
478,%5B013%5D+-+Sud,514,472,848905565,8354,0
479,007+HELL,515,486,556176,10006,0
480,REBIRTH+A06,473,496,848895304,9799,5
481,pro...what+else%3F,484,500,728521,9950,0
482,043.+Oddish,499,461,710097,10469,0
483,006+DeadPool,517,515,1091298,9990,3
484,PAPEROGA,523,476,57120,9809,0
485,FN%7C+047,463,512,760523,9580,0
486,%5B026%5DBALERION,494,497,673146,8583,0
487,A005,509,502,42690,10057,0
488,053+Antonio+Conte,513,516,1091298,9990,2
489,001+HELL,516,483,556176,10006,0
490,00196SUDOVEST,496,528,1037786,10285,0
491,%5B010%5DSILVERWING,502,494,673146,8821,5
492,%5BC%5D%5B008%5D%5BHouse+of+the+Dragon%5D,520,493,848906304,9802,0
493,018.Sinn+F%C3%A9in,509,471,1086463,10477,0
494,002+peeterone,501,482,963123,10569,0
495,0011NORDEST,507,499,1037786,10533,0
496,058.+Growlithe,490,518,710097,10469,5
497,020+FIRNEN,484,493,566131,9809,0
498,%5B092%5DPIOGGIAROSSA,498,504,673146,9993,0
499,%5B068%5D+Baraz-d%C3%BCm,482,507,1051602,10000,0
500,Aik+%5B027%5D,531,520,148986,9809,0
501,A018,510,503,42690,10037,0
502,FN%7C+029,459,509,760523,9712,0
503,Z05+-,478,499,1079295,9950,3
504,00342SUDOVEST,499,515,1037786,10533,0
505,%5B032%5D+Galaz-d%C3%BCm,480,528,1051602,10000,0
506,%5B042%5Dpro...what+else%3F,494,517,673146,11089,1
507,A000+Manny91,490,524,963123,10610,0
508,A+-+%5B022%5D+Jeffrey+Dahmer,494,487,1043864,9949,0
509,012+HELL,514,479,556176,10938,9
510,Z13+-,478,500,1079295,9981,0
511,128.The+Corpse+Flew+First+Class,482,487,1086463,10559,0
512,B+-+%5B005%5D+Il+Mostro,487,491,1043864,10134,7
513,%5BS%5D+150+-+FURIANERA,526,468,1029566,10226,0
514,005.Belfast,484,491,1086463,10610,8
515,Z06+-,477,500,1079295,9797,0
516,006.Winston+Churchill,483,489,1086463,10610,9
517,A046,504,485,848854990,10929,0
518,A010,518,512,848854990,9587,0
519,043,538,481,1078025,9969,0
520,132.Simon+Says%2C+Color+Me+Dead,483,483,1086463,10610,0
521,A+%7C+025+PACO,518,529,419317,10812,0
522,10SUDEST,511,507,1037786,10533,0
523,%5B015%5DCAXARES,498,500,673146,8774,0
524,063.+Abra,494,521,710097,11627,0
525,%5B057%5D+Sigin-d%C3%BCm,486,512,1051602,10000,0
526,REBIRTH+G74,494,515,848895304,11311,8
527,%5B007%5D+Ontar-d%C3%BCm,486,517,1051602,10000,0
528,010+HELL,513,482,556176,10006,6
529,%5B056%5D+Ekrund-d%C3%BCm,484,503,1051602,10000,0
530,pro...what+else%3F,498,521,728521,9950,0
531,065.Billy+Grade,485,486,1086463,10273,7
532,012,538,489,1078025,11191,0
533,C+-+%5B009%5D+Schwelm,493,502,1043864,9981,0
534,REBIRTH+A04,477,492,848895304,7669,6
535,083.+Farfetch%27d,487,503,710097,10469,0
536,bonus+4,500,481,616704,10196,9
537,018+SHRUIKAN,487,488,566131,9950,0
538,010,499,479,963123,10069,0
539,23SUDEST,501,503,1037786,10533,3
540,n.8,531,509,848881475,9991,0
541,A048,519,507,848854990,9587,0
542,A024,527,507,848854990,9587,0
543,REBIRTH+P66,500,486,848895304,11024,0
544,004+Thomas+Shelby,504,475,963123,10336,4
545,004,540,485,1078025,9809,0
546,M06+ISENGARDH,483,478,566131,10057,0
