id,name,x,y,player_id,points,bonus
289,A14-+Winterfell+ovest,522,484,848900055,9783,0
290,E04-+Orodruin,514,506,848900055,9994,0
291,pushing+time,515,517,848902172,9889,0
292,-+100+-+REGOLARE,498,500,1061441,10311,0
293,006,485,519,161772,10345,6
294,Edoras,515,512,581465,8739,0
295,A+%5B023%5D,481,505,848893340,10160,0
296,A%5B069%5D+ORA+NAP,528,513,1093778,9886,0
297,%5BA009%5D+COCOCO,509,527,1041009,9709,0
298,%5B024%5D,526,508,848899528,10083,0
299,A-05-+Barbaro+boss,508,471,581465,10160,0
300,%5BA002%5D+LA+RICETTA+DEI+CHISCIOI,482,491,1075129,9795,0
301,B014+BAJO,541,487,519880,10125,0
302,A036+-+Il+ritorno+di+Craft,520,520,595779,10252,0
303,0016,496,469,72640,10019,0
304,A+%5B054%5D,494,503,848893340,10160,0
305,B02-+Burbia,524,492,848900055,9735,0
306,C008+%23Bonus,476,517,586914,10393,1
307,D+%5B19%5D,523,472,557732,10252,0
308,-+027+-+REGOLARE,507,484,1061441,9686,0
309,%2A000%2A+D,523,504,1078866,9756,0
310,A+%5B031%5D,503,500,848893340,10160,0
311,A+007+Skupruz84,488,529,848893524,9721,0
312,E02-+Elenalalla,516,503,848900055,9994,0
313,%5BA021%5D+MARADONA,497,495,1075129,9993,0
314,042+Treninosim,481,477,848900787,10019,1
315,-+005+-+REGOLARE,507,490,1061441,9954,0
316,The+Big+Red+Machine,481,513,337080,10744,0
317,C153.MARGOT,524,496,848899224,10178,0
318,A%5B074%5D+bro+e+tutto+bunkerato,527,512,1093778,9963,0
319,F04-+MARGOT+A1%2A%2A%2A,522,501,848900055,9891,0
320,C035+%23Tenderly,481,512,586914,10393,0
321,%5B046%5D,529,503,848899528,9783,0
322,0027.2+Sud,473,503,472322,10972,0
323,-+037+-+REGOLARE,508,476,1061441,10068,0
324,D001,512,524,848880906,11361,0
325,Niente+cadrega%3F,518,486,581465,10001,0
326,%5BA017%5D,489,493,1075129,9993,0
327,A002+Freccette,469,484,277006,10006,0
328,0022.1+Sud,478,502,472322,10718,0
329,F+051,465,489,1082745,10311,0
330,%5BA037%5D,478,500,1075129,9993,0
331,059,473,495,848880906,10122,0
332,C163.Beavis+arriva,526,511,848899224,10178,0
333,063,466,493,848880906,9861,0
334,032%7C,464,499,74516,10912,0
335,-+004+-+REGOLARE,499,488,1061441,10343,0
336,B07-+Quail,526,495,848900055,9761,8
337,041+Treninosim,461,484,848900787,9856,0
338,%5BA016%5D,484,491,1075129,9795,0
339,020,474,490,848880906,10003,0
340,okay1,510,515,848902172,9889,0
341,A+%5B024%5D,486,507,848893340,11368,0
342,C036+%23CartaCamomilla,472,507,586914,10393,0
343,A+%5B007%5D,488,500,848893340,10160,0
344,%5B035%5D+Big,517,491,848899528,10019,0
345,The+Big+Red+Machine,490,512,337080,10072,0
346,N+%5B087%5D,480,465,1078866,9501,0
347,B03-+Giurdax,524,493,848900055,9735,0
348,%5BA041%5D+BadNews,492,470,1052431,10125,0
349,0026.1+Sud,474,498,472322,10083,0
350,C002.Riften,515,493,848899224,10178,8
351,C038+%23AnalcolicoBiondo,477,489,586914,10393,0
352,-+009+-+REGOLARE,502,492,1061441,10057,0
353,A+%5B022%5D,482,505,848893340,10160,0
354,A022+-+eh%21+Voooleeeviii,500,527,595779,10252,0
355,%5B045%5D+Fuoco,502,470,848901938,10252,1
356,%5B039%5DNicaragua,518,507,848899528,10019,0
357,061,483,487,848880906,10362,0
358,A044+-+Quaresima,524,523,595779,10252,0
359,old+style-,518,482,848902172,9889,0
360,A035+-+Teknologia,527,528,595779,10252,0
361,0025.0+Sud,475,499,472322,10083,0
362,B+023+-+VG,525,523,1089425,11241,0
363,Gab006,488,525,1087496,10007,0
364,A%5B087%5D,528,526,1093778,10252,0
365,-+062+-+REGOLARE,507,477,1061441,10301,0
366,005,469,478,848880906,10003,0
367,-+067+-+REGOLARE,514,478,1061441,10222,0
368,038+Treninosim,486,478,848900787,9608,0
369,M+%5B008%5D,495,522,4976,10140,0
370,C+%5B28%5D,489,470,557732,10019,0
371,Carn+D%C3%B9m,499,508,581465,8129,0
372,A000%7C%7Coyct8xs485v97f8g,482,531,153,9761,0
373,-+032+-+REGOLARE,509,501,1061441,10083,0
374,D+%7C+010,515,537,848893976,10718,0
375,%5B063%5D+Cagnazzo,496,483,848901938,10412,0
376,A059+-+Blu+Falso,502,518,595779,10252,0
377,045,474,486,848880906,9771,0
378,A021,540,502,848885957,10000,0
379,%5BA053%5D+Non+%C3%A8+sempre+Cadreghica,492,479,1052431,10125,0
380,%5BA028%5D+CADREGA+MAXIMA,491,476,1075129,10006,0
381,%5BA100%5D+COCOCO,494,515,1041009,10003,0
382,old+style-,517,481,848902172,9889,0
383,%5BD001%5D+mega+fritdm+misto,485,489,1052431,10125,0
384,%5B013%5D+Stray,528,491,848899528,9860,0
385,Barad+-+D%C3%B9r+XX,516,480,581465,10160,0
386,A023+-+Anvedi+Che+Osceno,500,522,595779,10252,0
387,-+031+-+REGOLARE,508,503,1061441,10426,0
388,0017,512,505,72640,10019,0
389,%5BA042%5D,482,503,1075129,9993,0
390,A%5B072%5D,527,513,1093778,10014,0
391,%5BA030%5D+BadNews,512,472,1052431,10125,0
392,C115+%23Rido,470,506,586914,10718,6
393,A16b-+Winterfell+est,524,484,848900055,10019,0
394,%5BA093%5D+COCOCO,495,510,1041009,9984,0
395,ZQ-C01,479,535,7140,10019,0
396,C013+%23BrianzaPower,486,519,586914,10393,0
397,%5BA031%5D,476,498,1075129,10067,0
398,old+style-,511,477,848902172,9889,0
399,%5BA043%5D,481,504,1075129,9993,6
400,%2A001%2A,522,511,1078866,10019,0
401,%5BA039%5D,479,501,1075129,9993,0
402,010,511,483,848902172,10536,0
403,0018,496,473,72640,10019,0
404,02-Nonno+Ninja,505,461,599281,10252,0
405,019,511,482,848902172,9889,9
406,39-,523,506,599281,10495,0
407,Foresta+di+Fangorn,505,507,581465,9354,0
408,M+%5B004%5D,483,524,4976,10140,0
409,%5BA006%5D+TEAM+SLINZEGA,487,488,1075129,8968,0
410,0019,495,470,72640,10019,0
411,%5BA+11%5D+-+ONE+PIECE,500,473,674489,9738,0
412,41-Tendopoli,513,522,599281,7398,0
413,050+Treninosim,479,478,848900787,9899,0
414,A%5B117%5D,529,533,1093778,11092,0
415,M+%5B002%5D,488,521,4976,10140,0
416,A+%5B016%5D,490,504,848893340,10160,0
417,007,484,527,161772,9738,0
418,%5BA023%5D+GIANNI+AGNELLI,495,494,1075129,9993,2
419,Minas+Morgul+II,503,510,581465,8294,0
420,%5B031%5D+Sonno,491,479,848901938,10426,0
422,A+%5B020%5D,482,499,848893340,10160,0
423,A+%5B009%5D%2Abis,489,500,848893340,10107,0
424,okay13,517,505,848902172,9889,0
425,A07+Troppobello,530,479,848880741,9835,0
426,-+013+-+REGOLARE,509,492,1061441,10412,0
427,S023,517,525,848883644,11361,0
428,A+%5B052%5D,493,503,848893340,10107,0
429,A007+-+Simo,508,524,595779,10252,0
430,-+024+-+REGOLARE,508,497,1061441,10426,0
431,C130.Angel+Of+Death,498,505,848899224,10178,0
432,B06-,526,496,848900055,9825,0
433,%5BA010%5D+TORE+CAVALLO+PAZZO,492,489,1075129,9630,0
434,046,480,480,848880906,9828,0
435,%5B064%5D+Calcabrina,496,482,848901938,10418,0
436,Gab002,489,528,1087496,9876,0
437,A038+-+Cyd+Re+Dei+Pagliacci,523,516,595779,10252,0
438,-+086+-+REGOLARE,500,494,1061441,10636,0
439,-+069+-+REGOLARE,517,479,1061441,9760,0
440,%5B038%5DWano,513,501,848899528,9740,0
441,A+%5B010%5D,486,509,848893340,10160,0
442,C005.Falkreath,518,506,848899224,10178,4
443,C013.Riverwood,513,492,848899224,10178,0
444,A011+-+Misunderstanding,509,519,595779,10252,0
445,Barad+-+D%C3%B9r+VIII,508,486,581465,10495,5
446,%5BA029%5D+BadNews,511,471,1052431,10125,0
447,C157.MARGOT,525,496,848899224,10178,0
448,-+021+-+REGOLARE,509,498,1061441,10400,0
449,%5BA049%5D+BadNews,497,477,1052431,10125,0
450,A01+SaxMan,486,540,169823,10057,0
451,M+%5B019%5D,489,497,4976,11139,0
452,%5B014%5D+Barbaro,512,499,848899528,11481,0
453,A16-+Winterfell+sud,523,485,848900055,9771,0
454,%5B005%5D+Frastuono,498,484,848901938,10409,0
455,C+%5B27%5D,491,472,557732,10019,0
456,015,475,487,848880906,10019,0
457,-+044+-+REGOLARE,510,509,1061441,11425,0
458,-+056+-+REGOLARE,524,506,1061441,11399,0
459,%5B003%5D,512,496,848899528,10083,0
460,M+%5B016%5D,494,522,4976,10140,0
461,069,485,481,848880906,10362,0
462,%5B015%5DPhageNAZ,525,516,848899528,10955,0
463,0020,492,483,72640,10495,0
464,Rohan+II,520,511,581465,11672,0
465,Fosso+di+Helm,520,496,581465,10063,0
466,80+Reame+Boscoso,475,490,597119,11502,0
467,A+%5B002%5D,490,502,848893340,10160,5
468,A024+-+Scarletto,504,527,595779,10252,0
469,SAURON+VI,525,514,581465,10495,0
470,A14b-+Vino+Novello,523,482,848900055,10019,0
471,0025.5+Sud,475,495,472322,10104,0
472,C007+%23Victor62,474,516,586914,10393,0
473,-+050+-+REGOLARE,506,477,1061441,10069,0
474,-+054+-+REGOLARE,513,486,1061441,10127,0
475,NGC+1,479,512,1091922,9984,0
476,Rohan,519,511,581465,9566,6
477,old+style-,511,472,848902172,9889,0
478,019,476,492,848880906,10019,0
479,A07-+Rammstein,519,482,848900055,9735,0
480,-+036+-+REGOLARE,509,493,1061441,10426,0
481,047,478,482,848880906,10019,1
483,A062+-+Vogliamo+andare+in+ferie,499,519,595779,10252,0
484,%5BA015%5D+COCOCO,492,530,1041009,10010,0
485,0021,495,471,72640,10019,0
486,old+style-,514,473,848902172,9889,1
487,0026.2+Sud,474,503,472322,10083,0
488,-+060+-+REGOLARE,517,501,1061441,9353,0
489,M+%5B034%5D,481,528,4976,9999,0
490,A031+-+Nick+Cavaliere,522,518,595779,10252,0
491,%5B002%5D+PoliticallyCorrect,498,485,848901938,10351,8
492,%5BA026%5D+BadNews,508,462,1052431,10125,0
493,026,463,517,161772,10351,0
494,Cirith+Ungol+III,504,512,581465,8482,0
495,C015.Karthwasten,518,491,848899224,10178,7
496,E01-+Gorgoroth,513,503,848900055,9994,0
497,A+%5B030%5D,491,499,848893340,10107,0
498,Barad+-+D%C3%B9r+II,501,501,581465,10199,0
499,R+%5B002%5D+Dio+%C3%A8+con+noi%2C+Mario+no,489,480,4976,9828,0
500,0026.7+Sud,474,494,472322,10083,0
501,%5BA+01%5D+-+ONE+PIECE,505,470,674489,9738,0
502,0022,529,496,72640,10019,0
503,Una+situazione+inTOREllabile,488,487,1052431,11467,0
504,-+035+-+REGOLARE,505,502,1061441,9776,0
505,%5BA073%5D+COCOCO,503,514,1041009,10075,0
506,0027.1+Centro,498,473,472322,9808,0
507,C009.Helgen,517,498,848899224,10178,0
508,056,487,467,848902172,10536,0
509,A005%7C%7Coyct8xs485v97f8g,485,528,153,9761,0
510,A+%5B048%5D,497,502,848893340,10160,0
511,063+Treninosin,466,486,848900787,10019,0
512,%5BA044%5D+COCOCO,519,524,1041009,9452,0
513,056,481,479,848880906,10003,0
514,%5B022%5D+Margot,524,515,848899528,9861,0
515,0023,491,481,72640,10495,0
516,033,498,525,1556,10160,0
517,M+%5B027%5D,476,519,4976,10000,0
518,.okay,517,521,848902172,9889,0
519,%5BA081%5D+COCOCO,499,518,1041009,10075,0
520,0024,480,500,72640,10974,0
521,92+SAURON+II,491,474,597119,10083,0
522,M+%5B003%5D,489,520,4976,10140,0
523,%5B004%5D+Punizione,492,487,848901938,10412,0
524,A016+-+Deserto,503,522,595779,10252,0
525,A001+Are+u+G%3F,470,528,530653,10031,0
526,Barad+-+D%C3%B9r+III.1,507,488,581465,10495,0
527,The+Big+Red+Machine,485,512,337080,10159,5
528,C111+%23PiccolaEstate,462,502,586914,10393,0
529,The+Big+Red+Machine,490,496,337080,11824,0
530,%5BD003%5D+il+brodino+di+chef+mega,488,488,1052431,9756,0
531,0024.7+Sud,476,494,472322,10104,0
532,%5BA042%5D+COCOCO,524,527,1041009,9956,0
533,-+075+-+REGOLARE,510,488,1061441,10252,0
534,SAURON+II,524,509,581465,9712,7
535,C019+%23Polanca,477,520,586914,10393,0
536,The+Big+Red+Machine,484,512,337080,10078,0
537,D+%5B20%5D,526,473,557732,10252,0
538,%5BA010%5D+COCOCO,508,527,1041009,9701,0
539,%5B004%5D+POIANA,522,471,12029,10160,0
540,%5BA046%5D+BadNews,490,475,1052431,10125,0
541,M+%5B015%5D,494,523,4976,10140,0
542,%5B003%5D+Edit+By+Staff,489,485,848901938,10409,0
543,-+084+-+REGOLARE,500,495,1061441,10636,0
544,SAURON+III,524,512,581465,9995,0
545,%5BA071%5D+COCOCO,505,514,1041009,10075,0
546,C158.MARGOT,527,493,848899224,10178,0
547,C159.MARGOT,527,496,848899224,10178,0
548,%5BA072%5D+COCOCO,504,515,1041009,10075,0
549,A010+-+BCCS,510,519,595779,10252,0
550,C001+%23Take,479,517,586914,10393,0
551,-+083+-+REGOLARE,502,497,1061441,10636,0
